CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,AvgIncome,Measurement_Type,Measurement_Value
779320983,Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,28,19843.0,36.074267100977195,MonthsOnBookCategory,high
718093233,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,45,2163.0,35.8817747823645,MonthsOnBookCategory,high
719459358,Existing Customer,52,M,1,Doctorate,Married,$120K +,Blue,41,33864.0,36.89133425034388,MonthsOnBookCategory,high
717728808,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,26,4531.0,35.8817747823645,MonthsOnBookCategory,high
788701608,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,26,2950.0,35.8817747823645,MonthsOnBookCategory,high
778506633,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,23,7706.0,35.8817747823645,MonthsOnBookCategory,medium
719989008,Existing Customer,47,F,1,High School,Not specified,Unknown,Blue,36,25657.0,35.75359712230216,MonthsOnBookCategory,high
791839233,Existing Customer,42,F,4,Not specified,Divorced,Unknown,Blue,36,17536.0,35.75359712230216,MonthsOnBookCategory,high
716918508,Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,24,3770.0,35.8731843575419,MonthsOnBookCategory,medium
717321783,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,45,10344.0,35.59700427960057,MonthsOnBookCategory,high
799000008,Existing Customer,57,M,2,Post-Graduate,Divorced,$120K +,Blue,51,26437.0,36.89133425034388,MonthsOnBookCategory,high
721517208,Existing Customer,41,M,4,Not specified,Married,Less than $40K,Blue,30,2450.0,35.8817747823645,MonthsOnBookCategory,high
719068683,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,3136.0,35.8731843575419,MonthsOnBookCategory,high
709120008,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,36,6976.0,35.59700427960057,MonthsOnBookCategory,high
709117533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,36,21134.0,36.074267100977195,MonthsOnBookCategory,high
816594183,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,2019.0,35.8731843575419,MonthsOnBookCategory,high
789485433,Existing Customer,42,M,4,College,Married,$80K - $120K,Blue,34,34516.0,36.074267100977195,MonthsOnBookCategory,high
712881483,Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,45,9959.0,36.074267100977195,MonthsOnBookCategory,high
712689333,Existing Customer,38,M,2,Not specified,Single,$80K - $120K,Blue,28,20241.0,36.074267100977195,MonthsOnBookCategory,high
771492408,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,28,2421.0,35.8817747823645,MonthsOnBookCategory,high
711668283,Existing Customer,48,M,4,Uneducated,Married,$80K - $120K,Blue,37,30948.0,36.074267100977195,MonthsOnBookCategory,high
772684833,Existing Customer,32,F,1,Not specified,Married,Less than $40K,Blue,22,2642.0,35.8817747823645,MonthsOnBookCategory,medium
712960308,Existing Customer,33,F,2,High School,Single,Less than $40K,Blue,36,8070.0,35.8817747823645,MonthsOnBookCategory,high
713530833,Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,48,4085.0,35.8731843575419,MonthsOnBookCategory,high
756065433,Existing Customer,26,M,0,Not specified,Single,$40K - $60K,Blue,19,2187.0,35.8731843575419,MonthsOnBookCategory,medium
710997183,Existing Customer,46,M,0,Not specified,Married,$60K - $80K,Gold,36,34516.0,35.59700427960057,MonthsOnBookCategory,high
711146358,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,29,3358.0,35.75359712230216,MonthsOnBookCategory,high
716144058,Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25,1888.0,35.8731843575419,MonthsOnBookCategory,high
778699908,Attrited Customer,43,M,2,Uneducated,Married,$60K - $80K,Blue,24,14447.0,35.59700427960057,MonthsOnBookCategory,medium
713571258,Existing Customer,45,M,2,Not specified,Single,$60K - $80K,Silver,26,32349.0,35.59700427960057,MonthsOnBookCategory,high
711676908,Existing Customer,51,F,3,College,Married,Unknown,Blue,36,12605.0,35.75359712230216,MonthsOnBookCategory,high
719315508,Existing Customer,62,F,0,Not specified,Married,$40K - $60K,Blue,36,2964.0,35.8731843575419,MonthsOnBookCategory,high
778623858,Existing Customer,58,M,0,Uneducated,Married,$80K - $120K,Blue,38,3785.0,36.074267100977195,MonthsOnBookCategory,high
714665733,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,36,2727.0,35.59700427960057,MonthsOnBookCategory,high
816089433,Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,44,3343.0,35.59700427960057,MonthsOnBookCategory,high
716991933,Attrited Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,35,9786.0,35.8817747823645,MonthsOnBookCategory,high
714534108,Existing Customer,45,F,2,High School,Married,$40K - $60K,Blue,36,6407.0,35.8731843575419,MonthsOnBookCategory,high
787456608,Existing Customer,29,M,2,High School,Married,$80K - $120K,Blue,15,4158.0,36.074267100977195,MonthsOnBookCategory,medium
717090183,Existing Customer,60,M,1,Doctorate,Married,$120K +,Blue,50,21697.0,36.89133425034388,MonthsOnBookCategory,high
772782708,Existing Customer,50,M,3,Post-Graduate,Single,$80K - $120K,Blue,40,31383.0,36.074267100977195,MonthsOnBookCategory,high
710722908,Existing Customer,53,M,3,Doctorate,Single,$120K +,Blue,36,30883.0,36.89133425034388,MonthsOnBookCategory,high
795155433,Existing Customer,45,M,3,Not specified,Married,$80K - $120K,Blue,38,12918.0,36.074267100977195,MonthsOnBookCategory,high
715271733,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,8520.0,35.8817747823645,MonthsOnBookCategory,high
771706308,Existing Customer,46,M,2,Doctorate,Single,$80K - $120K,Blue,34,14310.0,36.074267100977195,MonthsOnBookCategory,high
713989233,Existing Customer,61,M,0,Post-Graduate,Married,Unknown,Blue,53,14434.0,35.75359712230216,MonthsOnBookCategory,high
780198258,Existing Customer,46,M,4,College,Single,$120K +,Blue,36,7793.0,36.89133425034388,MonthsOnBookCategory,high
802002858,Attrited Customer,62,F,1,High School,Married,Unknown,Blue,56,8990.0,35.75359712230216,MonthsOnBookCategory,high
716290233,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,33,4343.0,35.8731843575419,MonthsOnBookCategory,high
828298908,Existing Customer,54,M,4,Graduate,Married,$120K +,Blue,50,2872.0,36.89133425034388,MonthsOnBookCategory,high
788946783,Existing Customer,50,M,2,Not specified,Single,$120K +,Blue,36,9697.0,36.89133425034388,MonthsOnBookCategory,high
720697908,Existing Customer,35,M,2,High School,Married,$40K - $60K,Blue,21,2967.0,35.8731843575419,MonthsOnBookCategory,medium
780598383,Existing Customer,35,M,3,Doctorate,Single,$40K - $60K,Blue,23,2148.0,35.8731843575419,MonthsOnBookCategory,medium
715345833,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,6116.0,35.8817747823645,MonthsOnBookCategory,high
710831133,Existing Customer,42,M,3,Not specified,Married,$80K - $120K,Blue,36,18085.0,36.074267100977195,MonthsOnBookCategory,high
766706358,Existing Customer,39,F,2,Not specified,Married,Less than $40K,Blue,32,2524.0,35.8817747823645,MonthsOnBookCategory,high
816533733,Existing Customer,50,M,1,Not specified,Married,$80K - $120K,Blue,45,33951.0,36.074267100977195,MonthsOnBookCategory,high
712373208,Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,35,3312.0,35.59700427960057,MonthsOnBookCategory,high
721433283,Existing Customer,39,F,1,High School,Single,$40K - $60K,Blue,20,9956.0,35.8731843575419,MonthsOnBookCategory,medium
720680058,Existing Customer,47,M,2,Post-Graduate,Married,Less than $40K,Blue,36,3888.0,35.8817747823645,MonthsOnBookCategory,high
716909283,Existing Customer,60,M,1,Post-Graduate,Single,$80K - $120K,Blue,48,30655.0,36.074267100977195,MonthsOnBookCategory,high
754654383,Existing Customer,30,M,2,High School,Married,Less than $40K,Blue,23,2997.0,35.8817747823645,MonthsOnBookCategory,medium
719226333,Existing Customer,44,M,4,Not specified,Single,$60K - $80K,Blue,24,11042.0,35.59700427960057,MonthsOnBookCategory,medium
779759058,Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,41,3386.0,36.89133425034388,MonthsOnBookCategory,high
718206783,Existing Customer,45,F,4,Not specified,Single,Less than $40K,Gold,36,15987.0,35.8817747823645,MonthsOnBookCategory,high
715783758,Existing Customer,40,M,4,Graduate,Divorced,$120K +,Blue,30,25188.0,36.89133425034388,MonthsOnBookCategory,high
771190083,Existing Customer,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23,2410.0,35.8817747823645,MonthsOnBookCategory,medium
713135883,Existing Customer,65,F,0,High School,Married,Unknown,Blue,53,4315.0,35.75359712230216,MonthsOnBookCategory,high
778799583,Existing Customer,35,F,0,Not specified,Married,Less than $40K,Blue,24,2592.0,35.8817747823645,MonthsOnBookCategory,medium
808796208,Existing Customer,54,F,2,Not specified,Divorced,$40K - $60K,Blue,49,5476.0,35.8731843575419,MonthsOnBookCategory,high
708313608,Existing Customer,53,M,3,Not specified,Married,$80K - $120K,Blue,43,2464.0,36.074267100977195,MonthsOnBookCategory,high
779330208,Existing Customer,62,F,1,College,Married,Less than $40K,Blue,44,2378.0,35.8817747823645,MonthsOnBookCategory,high
794498733,Existing Customer,40,M,2,Not specified,Single,$120K +,Blue,21,20056.0,36.89133425034388,MonthsOnBookCategory,medium
807964908,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,36,8013.0,35.59700427960057,MonthsOnBookCategory,high
823845783,Existing Customer,53,M,2,Not specified,Married,$120K +,Blue,49,3386.0,36.89133425034388,MonthsOnBookCategory,high
711748983,Existing Customer,30,M,1,High School,Married,$60K - $80K,Blue,17,7906.0,35.59700427960057,MonthsOnBookCategory,medium
718064283,Existing Customer,46,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,11501.0,35.59700427960057,MonthsOnBookCategory,high
710492733,Existing Customer,29,M,0,Post-Graduate,Single,$40K - $60K,Blue,19,13632.0,35.8731843575419,MonthsOnBookCategory,medium
779016408,Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,27,2229.0,35.8817747823645,MonthsOnBookCategory,high
717787533,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,40,5158.0,35.8817747823645,MonthsOnBookCategory,high
714851058,Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,21,2158.0,35.8731843575419,MonthsOnBookCategory,medium
823535133,Existing Customer,45,M,2,Uneducated,Not specified,$80K - $120K,Blue,41,23271.0,36.074267100977195,MonthsOnBookCategory,high
708455883,Attrited Customer,57,M,1,Graduate,Single,$80K - $120K,Blue,36,10244.0,36.074267100977195,MonthsOnBookCategory,high
780095808,Existing Customer,43,M,3,Not specified,Divorced,$60K - $80K,Blue,30,2588.0,35.59700427960057,MonthsOnBookCategory,high
709207458,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,27,10747.0,35.8731843575419,MonthsOnBookCategory,high
763895958,Attrited Customer,53,M,2,High School,Married,$120K +,Blue,46,7474.0,36.89133425034388,MonthsOnBookCategory,high
715942683,Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,36,3555.0,35.8817747823645,MonthsOnBookCategory,high
721301733,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,38,22140.0,36.074267100977195,MonthsOnBookCategory,high
711927108,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,9457.0,36.074267100977195,MonthsOnBookCategory,high
718083483,Existing Customer,42,M,3,Uneducated,Not specified,Less than $40K,Blue,35,6218.0,35.8817747823645,MonthsOnBookCategory,high
717548358,Existing Customer,38,F,1,College,Married,Less than $40K,Blue,25,2580.0,35.8817747823645,MonthsOnBookCategory,high
816829608,Existing Customer,44,M,2,Not specified,Married,$80K - $120K,Blue,39,1438.3,36.074267100977195,MonthsOnBookCategory,high
713936583,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,43,6224.0,35.59700427960057,MonthsOnBookCategory,high
709682658,Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,36,3093.0,35.8731843575419,MonthsOnBookCategory,high
793889508,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,42,4076.0,35.8731843575419,MonthsOnBookCategory,high
714648933,Existing Customer,55,F,3,Graduate,Married,Unknown,Blue,36,4861.0,35.75359712230216,MonthsOnBookCategory,high
711556533,Existing Customer,43,F,1,Graduate,Not specified,Unknown,Blue,36,9851.0,35.75359712230216,MonthsOnBookCategory,high
717420333,Existing Customer,37,M,1,High School,Single,$60K - $80K,Blue,26,7349.0,35.59700427960057,MonthsOnBookCategory,high
768921933,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,28,2853.0,35.59700427960057,MonthsOnBookCategory,high
714311583,Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,36,17023.0,35.75359712230216,MonthsOnBookCategory,high
717707133,Existing Customer,32,M,1,Not specified,Single,$40K - $60K,Blue,24,10060.0,35.8731843575419,MonthsOnBookCategory,medium
716043258,Existing Customer,53,M,3,Not specified,Married,$40K - $60K,Blue,41,1595.0,35.8731843575419,MonthsOnBookCategory,high
716343408,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,38,8475.0,36.074267100977195,MonthsOnBookCategory,high
718909158,Existing Customer,38,M,1,College,Married,Less than $40K,Blue,25,5559.0,35.8817747823645,MonthsOnBookCategory,high
719471433,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,22,2917.0,35.8817747823645,MonthsOnBookCategory,medium
712763808,Existing Customer,38,M,2,Not specified,Single,$60K - $80K,Blue,36,6692.0,35.59700427960057,MonthsOnBookCategory,high
711147483,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,8551.0,35.8817747823645,MonthsOnBookCategory,high
719788833,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,36,10569.0,35.59700427960057,MonthsOnBookCategory,high
715168983,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,7051.0,35.8817747823645,MonthsOnBookCategory,high
714306258,Existing Customer,56,M,1,College,Married,$60K - $80K,Blue,46,10117.0,35.59700427960057,MonthsOnBookCategory,high
713828208,Existing Customer,47,M,2,Uneducated,Not specified,$60K - $80K,Blue,36,8311.0,35.59700427960057,MonthsOnBookCategory,high
710574558,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,41,26442.0,36.074267100977195,MonthsOnBookCategory,high
710947683,Existing Customer,64,F,0,Graduate,Married,Less than $40K,Blue,51,4920.0,35.8817747823645,MonthsOnBookCategory,high
711113958,Existing Customer,37,F,3,Not specified,Married,Less than $40K,Blue,25,1438.3,35.8817747823645,MonthsOnBookCategory,high
718923858,Existing Customer,42,M,1,College,Married,$60K - $80K,Silver,29,26750.0,35.59700427960057,MonthsOnBookCategory,high
752666508,Existing Customer,41,M,4,College,Married,$80K - $120K,Silver,34,34516.0,36.074267100977195,MonthsOnBookCategory,high
712672083,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
719863758,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,41,1869.0,35.8731843575419,MonthsOnBookCategory,high
720990183,Attrited Customer,54,M,5,High School,Married,$60K - $80K,Blue,36,14539.0,35.59700427960057,MonthsOnBookCategory,high
720718908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,36,26977.0,36.89133425034388,MonthsOnBookCategory,high
721250358,Existing Customer,50,M,2,Not specified,Married,$40K - $60K,Blue,36,5426.0,35.8731843575419,MonthsOnBookCategory,high
779773533,Existing Customer,50,F,3,Not specified,Married,Less than $40K,Blue,34,7623.0,35.8817747823645,MonthsOnBookCategory,high
708249708,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,39,4844.0,35.8817747823645,MonthsOnBookCategory,high
713967783,Existing Customer,62,F,0,Not specified,Married,Unknown,Blue,52,2683.0,35.75359712230216,MonthsOnBookCategory,high
779506158,Existing Customer,39,F,1,College,Married,Less than $40K,Blue,22,3214.0,35.8817747823645,MonthsOnBookCategory,medium
759823158,Existing Customer,46,M,1,Not specified,Married,$60K - $80K,Blue,39,5374.0,35.59700427960057,MonthsOnBookCategory,high
716608608,Attrited Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,33,8004.0,36.074267100977195,MonthsOnBookCategory,high
789528183,Existing Customer,39,F,2,Graduate,Married,Unknown,Blue,31,1438.3,35.75359712230216,MonthsOnBookCategory,high
708895158,Existing Customer,46,M,2,Not specified,Married,$80K - $120K,Blue,34,2925.0,36.074267100977195,MonthsOnBookCategory,high
824805858,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,35,9235.0,35.8817747823645,MonthsOnBookCategory,high
720840108,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,24,8837.0,35.8817747823645,MonthsOnBookCategory,medium
787595658,Existing Customer,57,F,3,Not specified,Single,Less than $40K,Blue,29,8801.0,35.8817747823645,MonthsOnBookCategory,high
720244983,Existing Customer,40,M,3,Not specified,Single,$40K - $60K,Blue,28,3563.0,35.8731843575419,MonthsOnBookCategory,high
713220258,Existing Customer,65,F,0,High School,Married,Unknown,Blue,36,8138.0,35.75359712230216,MonthsOnBookCategory,high
813469458,Existing Customer,26,F,1,Graduate,Single,$40K - $60K,Blue,20,1438.3,35.8731843575419,MonthsOnBookCategory,medium
788939358,Existing Customer,47,M,2,High School,Not specified,$60K - $80K,Blue,33,2458.0,35.59700427960057,MonthsOnBookCategory,high
718870158,Existing Customer,47,M,4,High School,Married,$60K - $80K,Blue,34,4592.0,35.59700427960057,MonthsOnBookCategory,high
788673708,Attrited Customer,57,F,2,High School,Married,$40K - $60K,Blue,45,1438.3,35.8731843575419,MonthsOnBookCategory,high
711809283,Existing Customer,31,M,1,Not specified,Married,Less than $40K,Blue,36,1868.0,35.8817747823645,MonthsOnBookCategory,high
816513108,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,49,5269.0,35.59700427960057,MonthsOnBookCategory,high
718594608,Existing Customer,43,F,2,Post-Graduate,Married,Unknown,Blue,36,20156.0,35.75359712230216,MonthsOnBookCategory,high
823606983,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,35,7410.0,35.59700427960057,MonthsOnBookCategory,high
717028158,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,44,12163.0,36.89133425034388,MonthsOnBookCategory,high
788485908,Existing Customer,44,M,3,Not specified,Married,$60K - $80K,Blue,37,6224.0,35.59700427960057,MonthsOnBookCategory,high
714472608,Existing Customer,59,M,0,College,Married,Less than $40K,Blue,49,4250.0,35.8817747823645,MonthsOnBookCategory,high
710793783,Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,40,12059.0,35.75359712230216,MonthsOnBookCategory,high
794340033,Existing Customer,34,F,3,Uneducated,Married,$40K - $60K,Blue,28,2799.0,35.8731843575419,MonthsOnBookCategory,high
