CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
773503308,Existing Customer,59,M,1,Uneducated,Single,Less than $40K,Blue,53,5,5,4,2192.0
719963433,Existing Customer,37,F,3,Unknown,Single,Unknown,Blue,29,3,2,2,8318.0
708139833,Attrited Customer,40,M,3,Graduate,Unknown,$60K - $80K,Blue,30,4,2,3,6391.0
710664558,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,31,5,2,4,4736.0
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,49,5,2,4,9944.0
816312633,Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,47,6,3,3,4717.0
712019883,Existing Customer,43,F,4,Unknown,Unknown,Unknown,Blue,34,5,3,3,12778.0
718216008,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,38,5,2,3,16920.0
718345233,Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,Blue,35,6,3,3,3240.0
771228183,Existing Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,17,4,1,3,4704.0
789430083,Existing Customer,41,F,5,High School,Single,$40K - $60K,Blue,32,6,1,2,14987.0
779524833,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,34,4,3,3,3554.0
823621083,Existing Customer,46,M,3,Graduate,Married,$120K +,Blue,42,3,3,4,9227.0
715563558,Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,40,3,3,2,7522.0
715424283,Existing Customer,31,F,0,College,Married,Less than $40K,Blue,21,5,2,2,1677.0
807209808,Existing Customer,48,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,2319.0
716578158,Existing Customer,39,F,1,Unknown,Married,Less than $40K,Blue,29,6,2,5,2722.0
708911508,Existing Customer,50,F,2,Unknown,Married,Less than $40K,Blue,39,3,3,2,2046.0
717332733,Existing Customer,47,M,4,Unknown,Single,$80K - $120K,Silver,37,5,2,4,34516.0
710681808,Existing Customer,53,M,3,High School,Single,$80K - $120K,Blue,42,6,3,3,18531.0
708740808,Existing Customer,45,M,4,Graduate,Married,$40K - $60K,Blue,36,5,3,4,4112.0
711728208,Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,34,4,1,2,34516.0
720562008,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Silver,22,4,3,3,34516.0
709012083,Existing Customer,39,M,1,Uneducated,Married,Less than $40K,Blue,28,3,3,4,4683.0
771073908,Existing Customer,62,M,0,Unknown,Married,$40K - $60K,Blue,48,4,1,2,1438.3
718174908,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,36,4,3,2,4224.0
709550958,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,4,7133.0
720411183,Existing Customer,34,F,1,High School,Single,Unknown,Blue,22,6,1,0,10253.0
720776508,Existing Customer,44,F,2,Doctorate,Single,$40K - $60K,Blue,25,4,3,2,4210.0
755615208,Existing Customer,49,M,3,High School,Single,$120K +,Blue,42,5,3,2,12630.0
708147108,Existing Customer,26,M,0,Graduate,Divorced,Unknown,Blue,36,6,1,3,21084.0
827476983,Attrited Customer,56,F,2,College,Single,Less than $40K,Blue,52,3,5,1,3639.0
716682258,Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,36,4,3,5,31945.0
708563433,Attrited Customer,65,F,0,High School,Single,Unknown,Blue,56,3,6,3,5894.0
772277508,Existing Customer,65,F,1,Unknown,Single,Less than $40K,Blue,54,4,2,2,2209.0
712515558,Existing Customer,35,M,1,College,Single,$60K - $80K,Blue,26,3,2,3,23447.0
719342808,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,30,4,2,3,4180.0
788957358,Existing Customer,53,F,1,Graduate,Single,$40K - $60K,Blue,39,3,3,2,4930.0
778386033,Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,18,6,3,4,3417.0
820060758,Existing Customer,50,F,1,College,Single,Less than $40K,Blue,45,4,2,4,4785.0
713271708,Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Silver,33,5,2,2,12685.0
720555483,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,35,3,3,3,21374.0
709405758,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,28,4,3,2,1911.0
769463433,Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,8666.0
786087633,Existing Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,54,4,1,0,2759.0
738627708,Attrited Customer,49,F,2,Unknown,Single,Unknown,Blue,41,5,3,4,5984.0
719527833,Existing Customer,45,F,4,High School,Unknown,Unknown,Blue,36,6,3,3,23000.0
715921758,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,25,5,3,2,1438.3
717280158,Existing Customer,49,M,3,Graduate,Married,Less than $40K,Blue,36,3,3,5,2976.0
714179658,Existing Customer,43,M,3,High School,Single,$120K +,Blue,36,3,1,3,34516.0
806637558,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,53,5,2,5,1438.3
714828708,Existing Customer,46,M,0,High School,Divorced,$80K - $120K,Blue,36,3,1,4,16099.0
711989358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,1,19595.0
720188508,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,25,3,2,4,13193.0
719528958,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,36,3,1,3,8184.0
713110908,Existing Customer,30,M,1,Unknown,Married,Less than $40K,Blue,13,3,6,5,2607.0
721179708,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,37,4,2,3,5758.0
716363658,Existing Customer,51,M,2,Doctorate,Single,$120K +,Blue,36,4,2,5,25873.0
711443808,Existing Customer,46,M,2,Unknown,Divorced,$60K - $80K,Blue,37,6,1,1,2695.0
778952058,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,32,4,2,5,20860.0
713642133,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,30,6,3,3,1892.0
778908783,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,33,3,3,4,27751.0
778170633,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,38,6,2,2,34516.0
714670533,Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,37,3,1,5,24580.0
771833433,Attrited Customer,49,M,2,High School,Married,$80K - $120K,Blue,38,3,2,4,29893.0
772758783,Existing Customer,43,M,1,Unknown,Married,$80K - $120K,Blue,33,5,1,5,21165.0
788959758,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,33,3,2,1,9148.0
716878533,Existing Customer,55,M,2,Unknown,Married,$80K - $120K,Blue,46,4,1,1,10979.0
713267133,Existing Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,33,3,1,2,6519.0
716263533,Existing Customer,44,M,5,High School,Married,$80K - $120K,Blue,36,3,2,2,2509.0
719026383,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,36,3,1,3,2664.0
821755233,Existing Customer,40,F,2,Unknown,Married,Unknown,Blue,28,5,5,2,14999.0
709683633,Existing Customer,32,F,1,High School,Single,Less than $40K,Silver,13,4,1,2,10332.0
714318033,Existing Customer,50,M,4,Unknown,Married,$60K - $80K,Blue,36,5,1,4,10226.0
828291858,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050.0
779647608,Existing Customer,39,M,2,High School,Single,$120K +,Blue,22,5,2,2,26124.0
787605558,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,31,6,2,2,9816.0
771534408,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,40,4,3,3,2783.0
716219808,Existing Customer,49,M,3,Graduate,Unknown,$60K - $80K,Blue,36,5,2,3,15942.0
715690908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Silver,39,4,3,2,12222.0
789125733,Existing Customer,38,F,4,Doctorate,Married,Less than $40K,Blue,26,4,2,4,4002.0
717271983,Existing Customer,60,M,0,College,Single,$80K - $120K,Silver,53,6,3,2,34516.0
709695333,Existing Customer,48,M,2,High School,Single,$80K - $120K,Blue,36,3,2,4,10227.0
712233183,Existing Customer,45,F,2,Graduate,Single,Less than $40K,Blue,34,3,3,1,4265.0
716645883,Existing Customer,47,M,2,Unknown,Unknown,$60K - $80K,Blue,36,3,2,2,13867.0
711762408,Existing Customer,43,M,2,Doctorate,Divorced,$40K - $60K,Blue,34,4,1,2,2243.0
818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,1,3,11239.0
788159433,Existing Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,45,5,1,2,22558.0
709104333,Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,36,5,2,4,34516.0
708112008,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,3,23510.0
714731208,Existing Customer,63,F,0,Uneducated,Unknown,$40K - $60K,Blue,55,6,2,2,1651.0
710006958,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,41,6,2,2,8693.0
815062383,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,30,3,3,1,4549.0
778447908,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,33,3,1,2,3558.0
720725058,Attrited Customer,51,F,1,Graduate,Single,Less than $40K,Blue,37,1,3,4,7176.0
803415183,Existing Customer,44,M,3,Unknown,Single,$80K - $120K,Silver,38,3,3,1,34516.0
708582858,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,25,3,3,4,18293.0
779833908,Existing Customer,40,F,2,Graduate,Divorced,Unknown,Blue,23,6,2,1,18332.0
818687958,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,43,5,3,2,6383.0
708714108,Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,31,5,2,3,13441.0
754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,43,3,1,3,20114.0
718637208,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,43,3,2,1,2019.0
816772908,Existing Customer,38,M,3,High School,Single,$60K - $80K,Silver,33,6,1,2,34516.0
711935283,Attrited Customer,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,3,1,4,1438.3
716950758,Attrited Customer,46,M,4,High School,Married,$60K - $80K,Blue,36,1,3,2,8017.0
716497908,Existing Customer,49,F,1,Doctorate,Married,Unknown,Blue,36,3,1,2,8519.0
809358708,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,33,6,2,2,34516.0
716037708,Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,6,3,3,9474.0
717804783,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,27,5,3,4,6587.0
715338783,Existing Customer,32,M,1,High School,Single,$60K - $80K,Blue,36,4,2,2,2999.0
779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,32,3,1,4,7154.0
787565433,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4,2,4,4039.0
717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516.0
715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,54,3,1,2,5577.0
720635883,Existing Customer,34,M,3,Unknown,Unknown,$80K - $120K,Blue,24,6,3,3,8628.0
710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,33,5,3,1,30137.0
804437658,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778.0
780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,38,4,2,5,20912.0
825785508,Existing Customer,49,M,3,High School,Single,$120K +,Blue,45,3,2,2,14699.0
720252858,Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,36,6,3,2,10350.0
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346.0
711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,55,4,1,3,15987.0
718364283,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,30,3,2,4,19711.0
711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650.0
711046383,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,36,5,1,1,34516.0
720877083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,2,9748.0
715662258,Existing Customer,49,F,3,Unknown,Unknown,Less than $40K,Blue,36,3,1,2,2454.0
715570533,Attrited Customer,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,2,2,6,34516.0
758202858,Existing Customer,47,F,3,High School,Unknown,Less than $40K,Blue,40,4,2,4,4255.0
712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271.0
710014683,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480.0
716934333,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,3,1,4,13306.0
778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1,2,13637.0
716353083,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2,3,6733.0
753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728.0
708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250.0
789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1,3,3653.0
712423233,Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,36,4,3,1,22919.0
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,20,3,2,2,34516.0
786509358,Existing Customer,44,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,4,4198.0
711502908,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,39,6,2,2,7532.0
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2,3,4587.0
721532583,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250.0
789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753.0
709330383,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,19,4,3,3,12535.0
719136183,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541.0
716939358,Existing Customer,43,F,3,Graduate,Divorced,Unknown,Blue,33,6,3,4,14622.0
778155558,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,2,23973.0
713461533,Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2,1,29200.0
803776533,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3,2,10077.0
714857508,Existing Customer,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667.0
720348933,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,31,4,3,4,12871.0
721158108,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,30,3,2,4,2346.0
789043008,Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2,4,9919.0
713362158,Existing Customer,50,M,3,Unknown,Single,$120K +,Blue,33,4,1,4,17087.0
712623258,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,5505.0
708494583,Existing Customer,49,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,1,3,1902.0
718394658,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,1,4254.0
719398158,Existing Customer,51,M,2,Unknown,Unknown,$80K - $120K,Blue,39,6,1,3,9854.0
711885258,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711.0
789161358,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213.0
787581858,Existing Customer,46,M,2,Unknown,Unknown,$120K +,Blue,37,3,2,4,3132.0
779198133,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,3,2,9977.0
708314808,Existing Customer,53,F,2,College,Married,Unknown,Blue,41,5,1,3,5659.0
720508233,Attrited Customer,62,M,0,Unknown,Single,$40K - $60K,Silver,42,3,4,4,17161.0
717134058,Existing Customer,65,F,1,Unknown,Single,Unknown,Blue,36,5,1,2,5018.0
783366483,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,38,4,3,3,11474.0
715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,7925.0
719562108,Existing Customer,28,F,0,Uneducated,Single,Less than $40K,Silver,20,6,3,3,12793.0
754457883,Existing Customer,49,M,2,Unknown,Single,Less than $40K,Blue,42,4,2,2,4834.0
742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31,6,2,5,1438.3
711455133,Existing Customer,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948.0
716387733,Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662.0
772571508,Existing Customer,34,F,2,High School,Single,Less than $40K,Blue,24,4,1,0,2799.0
718815108,Existing Customer,50,M,2,Unknown,Married,$80K - $120K,Blue,38,3,3,1,6030.0
719266158,Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779.0
720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248.0
767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,45,4,1,0,15583.0
797466033,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,26,3,2,3,2576.0
771886233,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Silver,37,6,3,5,25270.0
712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,3,8717.0
716516208,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,3,1438.3
709950858,Existing Customer,45,M,5,College,Single,$80K - $120K,Blue,35,4,2,1,33755.0
779882508,Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,37,5,3,4,7282.0
717472833,Existing Customer,42,M,4,Unknown,Single,$80K - $120K,Blue,32,6,3,5,7260.0
712665633,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,30,6,1,4,12952.0
709562358,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,43,6,1,5,5353.0
715391433,Existing Customer,38,M,0,Graduate,Married,$60K - $80K,Blue,33,5,4,4,11741.0
708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,2609.0
720452508,Existing Customer,51,F,1,College,Married,Unknown,Blue,37,4,3,1,11167.0
714566958,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882.0
816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,5,2,2,34516.0
806179683,Existing Customer,63,F,1,College,Single,$40K - $60K,Blue,56,5,3,2,3071.0
806244183,Existing Customer,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1,4,2267.0
787999533,Existing Customer,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617.0
718358808,Existing Customer,57,F,2,High School,Divorced,Less than $40K,Blue,50,5,3,5,3276.0
718474683,Existing Customer,36,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097.0
716908158,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260.0
713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776.0
713013483,Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3
754599558,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207.0
788739633,Attrited Customer,38,M,1,Unknown,Married,$120K +,Blue,16,3,1,4,2106.0
712411908,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,34,4,2,5,21158.0
717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906.0
709447908,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648.0
816834933,Existing Customer,34,F,4,Graduate,Single,Unknown,Silver,29,6,2,2,30702.0
718963158,Existing Customer,49,M,1,Unknown,Single,$120K +,Blue,40,5,3,1,34516.0
714358008,Existing Customer,53,F,1,College,Divorced,Unknown,Blue,36,3,1,3,17054.0
720758808,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317.0
708255633,Existing Customer,36,M,1,Graduate,Single,$80K - $120K,Blue,27,3,2,4,3761.0
716101308,Existing Customer,48,M,3,Unknown,Married,$40K - $60K,Blue,35,6,3,4,2173.0
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845.0
715858008,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061.0
806226933,Existing Customer,37,M,2,High School,Unknown,$120K +,Blue,32,6,1,1,34516.0
708361833,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,3,19430.0
778422933,Existing Customer,42,F,1,Unknown,Single,Unknown,Blue,22,4,2,2,19127.0
708957183,Existing Customer,48,M,0,Unknown,Divorced,$40K - $60K,Blue,36,3,1,0,2708.0
718000383,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,51,3,3,4,23566.0
714466458,Existing Customer,49,F,2,High School,Married,Unknown,Blue,35,4,3,2,2532.0
719608308,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29,3,2,3,9829.0
792995808,Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,5,4,5,7226.0
716211258,Existing Customer,59,F,1,College,Unknown,Less than $40K,Blue,49,6,5,4,4072.0
779289033,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,28,4,1,5,21646.0
719356008,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,1438.3
718503108,Existing Customer,40,M,3,Unknown,Married,$120K +,Blue,26,3,3,1,14046.0
779661033,Existing Customer,49,M,4,Unknown,Married,$60K - $80K,Silver,32,5,2,3,25620.0
813053733,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516.0
718354683,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Silver,45,6,3,3,21358.0
720529308,Attrited Customer,63,M,0,High School,Single,$60K - $80K,Blue,48,5,3,1,1856.0
787578183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,28,5,3,2,1438.3
737952333,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,56,3,1,5,2586.0
779498058,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,21,5,3,3,3281.0
799707858,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,42,6,1,2,7115.0
719543208,Existing Customer,38,F,3,Uneducated,Single,Unknown,Blue,36,5,3,3,13220.0
797743233,Existing Customer,45,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,3,2,3,5996.0
710658483,Attrited Customer,47,M,4,Graduate,Unknown,$40K - $60K,Blue,34,2,3,6,9080.0
715399908,Existing Customer,54,F,2,High School,Single,Unknown,Blue,45,5,3,5,7563.0
710288883,Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,32,4,1,5,8749.0
719912808,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,39,3,3,4,14973.0
